2.36974357985944,3.78125647457012,1.13469828015501
2.6716119191106,1.69894087883588,3.37657166865519
3.02880663554872,1.8354080507351,1.08299315436244
1.19686201489017,4.0670106285007,4.23199333169348
1.73910481018504,3.93988816683217,4.19508243210354
2.50170880787338,4.0669945516334,3.15562839535913
3.14146583173539,1.59192049533359,2.20847622685978
1.81879695703431,2.57071902347006,1.29763856505038
2.99354613595527,1.09539359348185,3.08558421218719
3.3577361002537,2.73978433986566,1.07474981038036
1.40798655577876,3.21631513306326,4.34716413415471
3.27001570669539,1.53870610292309,2.81642427783506
1.64755254190711,1.98699199110298,4.65748202607137
2.48309074234867,3.13192225779376,2.01417125316044
1.18587242387528,1.18043672176624,4.59569784382698
1.47317914646686,3.57896006844675,4.57212301899262
2.49511582031022,3.22320120523909,1.29960986258647
2.82372737002529,2.73879602921725,2.64487851292198
3.02910162445847,3.82362059324414,2.84503575547837
1.12507131390763,3.88804966346165,2.27241946974498
